反馈id,端,内容,反馈产品,问题类型,问题标签,问题样张,组件,版本号,渠道号,traceid,guid,hdid,来源字单元id,deviceid,设备类型,设备型号名称,设备系统版本,设备系统语言,云开关状态,ABI类型,SVN号,VC值,反馈时间,是否处理,最后处理人昵称,用户附件数量,用户附件列表,内部附件列表,附加信息,备注,系统语言,安装位置,CPU,显卡信息,设备名称,内存,硬盘,分辨率,系统版本,时区,客户端模式,云同步状态
fb_6954853226195c0053e7199c,pc,手机无法下载手机版WPS，需要PC端管理登录设备,PC端个人中心,,,,wpsoffice,12.1.0.24034,50.524,,2BF10C34B92041C4BEFB4E5058F67778,c24ff2dd38ad299f4b6b6b73e52c209f,,,,Win32,Win32,,,,,,2025/12/31 10:06,未处理,,0,,,,,zh-CN,C:\Users\admin\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1393MB),"11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz, 2.42GHz, ASUSTeK COMPUTER INC. B1500CEAEY","Intel(R) Iris(R) Xe Graphics, 2048MB VRAM, Driver v31.0.101.5590",LAPTOP-2RNRPKLB,DDR4-3200 SDRAM:10.3/15.7GB,C:112.1/189GB,1920x1080,Microsoft Windows 11 家庭中文版(64 位) Build 26100 v10.0.26100,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_695484fce782ad00534b0284,pc,怎样设置总页数，不计前2页的,3D演示,,,,WPS,12.1.0.24034,,,BB1EB1B054FD40ABBACF485040C31979,,,,,Win32,Win32,,,,,,2025/12/31 10:05,未处理,,0,,,,,,,,,,,,,,,,
fb_695484a412fa9b004c7d6299,pc,我已经是大会员了但是还在诱导我继续冲值，广告没有减少如果还是这样我觉得我未来不会再购买贵公司的会员了,WPS OFFICE,,,,home,12.1.0.24031,12012.2019,,C81AB800558E443EA845300C328CC91C,07ba8e37cffaa62aa1b78ea64a95cdb3,,,,Win32,Win32,,,,,,2025/12/31 10:04,未处理,,0,,,,,zh-CN,D:\Z0 Software\WPS Office\WPS Office\12.1.0.24031 (1383MB),"11th Gen Intel(R) Core(TM) i5-11260H @ 2.60GHz, 2.61GHz, Dell Inc. 0746J2","Intel(R) UHD Graphics, 2048MB VRAM, Driver v32.0.101.7077 NVIDIA GeForce RTX 3050 Laptop GPU, VRAM, Driver v32.0.15.8132",WIN-6VGVB5QMT1D,DDR4-3200 SDRAM:6.0/39.7GB,"C:145.8/477GB, D:127.8/1722GB",1920x1080,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_695484812de9f70053172834,pc,想更换会员手机号怎么操作,PC端个人中心,,,,wpsoffice,12.1.0.24034,50.513,,25B227E62ED74DE4973B2AFE68382E24,c2a237a5b729e17e59e3d342db857307,,,,Win32,Win32,,,,,,2025/12/31 10:03,未处理,,0,,,,,zh-CN,D:\Program Files (x86)\Kingsoft\WPS Office\12.1.0.24034 (1351MB),"12th Gen Intel(R) Core(TM) i5-12400, 2.50GHz, ASUSTeK COMPUTER INC. EX-B660M-V5 D4","Mirage Driver, VRAM, Driver v2.0.105.0 Microsoft 基本显示适配器, VRAM, Driver v10.0.19041.1",PC-202302131313,DDR4-2133 SDRAM:12.1/15.7GB,"C:58.9/200GB, D:42.5/1200GB",1920x1080,Microsoft Windows 10 专业版(64 位) Build 19041 v10.0.19041,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_6954846bab7987004cfd473f,pc,为什么一定要在手机上才能看登录设备？之前不是电脑也可以查的吗,PC端个人中心,,,,wpsoffice,12.1.0.24034,50.517,,4C4E6962715541A7A1CE4E1D98A526F2,107d77a5df695c4ccfe34c35c93efaac,,,,Win32,Win32,,,,,,2025/12/31 10:03,未处理,,0,,,,,zh-CN,C:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1351MB),"12th Gen Intel(R) Core(TM) i5-12400, 2.50GHz, ASUSTeK COMPUTER INC. PRIME H610M-K D4","OrayIddDriver Device, VRAM, Driver v17.1.58.818 Intel(R) UHD Graphics 730, 1024MB VRAM, Driver v31.0.101.4889",MS-XAYXTLHBPHIB,DDR4-2666 SDRAM:7.1/15.7GB,C:74.9/100GB,1440x900,Microsoft Windows 10 专业版(64 位) Build 19041 v10.0.19041,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_695483eeb28a0c004c50b9d1,pc,关闭AI助手功能开关在哪个位置,PC端个人中心,,,,wpsoffice,12.1.0.24034,12012.2019,,56FB04FEF3D243308F2028725AED5334,43ca65677b6f00823cb067ce3f16018b,,,,Win32,Win32,,,,,,2025/12/31 10:01,未处理,,0,,,,,zh-CN,D:\WPS Office\12.1.0.24034 (1397MB),"11th Gen Intel(R) Core(TM) i7-11800H @ 2.30GHz, 2.30GHz, MECHREVO GM5TG0O","NVIDIA GeForce RTX 3060 Laptop GPU, VRAM, Driver v32.0.15.6636",山心,DDR4-3200 SDRAM:9.3/15.8GB,"C:69.6/100GB, D:80.7/356GB",2560x1440,Microsoft Windows 11 家庭中文版(64 位) Build 26200 v10.0.26200,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_69548380e782ad00534b026e,pc,我是WPS大会员，今天WPS AI润色功能（扩写、续写、党政风灯）不能使用，点击无反应,PC端个人中心,,,,wpsoffice,12.1.0.24034,12012.2019,,21F9895B84CD4313BA7B16E1691815EE,ef973af1a26fe0b1e320c9daa84e459d,,,,Win32,Win32,,,,,,2025/12/31 9:59,未处理,,0,,,,,zh-CN,C:\Users\45608\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1282MB),"13th Gen Intel(R) Core(TM) i5-13500H, 2.60GHz, LENOVO LNVNB161216","OrayIddDriver Device, VRAM, Driver v17.1.58.818 Intel(R) Iris(R) Xe Graphics, 2048MB VRAM, Driver v32.0.101.6733",cgfgs,Unknown Memory-6400 SDRAM:11.0/15.7GB,C:112.6/200GB,2560x1440,Microsoft Windows 11 家庭中文版(64 位) Build 26200 v10.0.26200,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_6954836eb28a0c004c50b9b5,pc,图片转换成pdf不能转,PC端个人中心,,,,wpsoffice,12.1.0.24034,50.513,,D04B4AB6EE68471DA6FEBF59522EDA68,19bb6aef9927b9bff71ad2cbb756afd9,,,,Win32,Win32,,,,,,2025/12/31 9:59,未处理,,0,,,,,zh-CN,D:\WPS安装\Kingsoft\WPS Office\12.1.0.24034 (1350MB),"Intel(R) Celeron(R) G4930 CPU @ 3.20GHz, 3.20GHz, ASUSTeK COMPUTER INC. PRIME H310M-F R2.0","Intel(R) UHD Graphics 610, VRAM, Driver v21.20.16.4860",PC-20200828LUAP,Unknown Memory-2400 SDRAM:5.5/7.9GB,"C:93.1/100GB, D:180.2/278GB",1920x1080,Microsoft Windows 7 旗舰版 (64-bit) Build 7601 v6.1.7601,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6954832512fa9b004c7d6293,pc,1.怎么让文件资源管理器中进入WPS云盘，只显示共享文件夹，不显示最近文件、星标文件等其他的文件夹 2.WPS更新后，云盘共享文件夹在文件资源管理器中打开后，以列表查看显得特别紧凑，和正常存在D盘的文件以列表查看的间距感觉不一样,WPS OFFICE,,,,home,12.1.0.24034,12012.2019,1767146304341_24.153_4f34c38dae0e,C8319A8A86CA43FEBAEC2817BE08859D,54199349350e8450562870bf6be092f7,,,,Win32,Win32,,,,,,2025/12/31 9:57,未处理,,0,,,,,zh-CN,E:\WPS Office\12.1.0.24034 (1366MB),"11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz, 1.38GHz, Dell Inc. 0JDFCT","extension Graphics Adapter, VRAM, Driver v1.1.215.84 Intel(R) Iris(R) Xe Graphics, 2048MB VRAM, Driver v32.0.101.7077",DESKTOP-BT6DAMF,LPDDR4-4267 SDRAM:7.5/7.7GB,"C:89.4/131GB, E:58.9/184GB",1920x1080,Microsoft Windows 11 专业版(64 位) Build 22631 v10.0.22631,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_69548324b28a0c004c50b9a9,pc,右键点击文件使用WPS转换功能失效，没反应,WPS OFFICE,,,,home,12.1.0.24034,1.1,1767146275913_47.91_b1e840965676,07F836C204B94FFEA2D41E18AC67C731,eeec751674cfe67cf6a75f02b72f5769,,,,Win32,Win32,,,,,,2025/12/31 9:57,未处理,,0,,,,,zh-CN,C:/Users/86132/AppData/Local/Kingsoft/WPS Office/12.1.0.24034 (1367MB),"AMD Ryzen 7 7730U with Radeon Graphics         , 2.00GHz, HP 8B5C","AMD Radeon (TM) Graphics, 512MB VRAM, Driver v31.0.21923.3003",DESKTOP-QAJHGT0,DDR4-3200 SDRAM:11.7/15.3GB,C:198.3/355GB,1920x1080,Microsoft Windows 11 家庭中文版(64 位) Build 26100 v10.0.26100,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_695482e9118666005a2b13ed,pc,关闭WPS老是卡住什么原因,PC端个人中心,,,,wpsoffice,12.1.0.24034,12012.2019,,26D91A844AAA481A855EE864AE823D4D,c494ed3b76b8d6987f515b7665a0b18f,,,,Win32,Win32,,,,,,2025/12/31 9:56,未处理,,0,,,,,zh-CN,D:\wps\WPS Office\12.1.0.24034 (1351MB),"Intel(R) Xeon(R) CPU E5-2676 v3 @ 2.40GHz, 2.40GHz, INTEL X99","GameViewer Virtual Display Adapter, VRAM, Driver v17.13.25.697 NVIDIA GeForce GTX 1050 Ti, VRAM, Driver v22.21.13.8233",DESKTOP-BUJTFQ3,DDR3-1333 SDRAM:4.8/15.8GB,"C:67.5/100GB, D:9.5/132GB",1920x1080,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_695482a72de9f70053172812,pc,WPS预览空格不显示预览,WPS PDF,,,,wpspdf,12.1.0.24034,12012.2019,,F31160DDC70B490AA86866887803C92F,3a67e17454ed431a5fd89793da931ba2,,,,Win32,Win32,,,,,,2025/12/31 9:55,未处理,,0,,,,,zh-CN,D:\WPS Office\12.1.0.24034 (1367MB),"12th Gen Intel(R) Core(TM) i5-12600KF, 3.70GHz, Colorful Technology And Development Co.,LTD BATTLE-AX B760M-WHITE WIFI ","Intel(R) Arc(TM) A380 Graphics, 2048MB VRAM, Driver v32.0.101.8331",DESKTOP-OQ1G2MN,DDR4-3600 SDRAM:6.1/31.8GB,"C:65.9/500GB, D:285.6/469GB",1920x1080,Microsoft Windows 10 企业版 LTSC(64 位) Build 19044 v10.0.19044,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_6954828dab7987004cfd4713,pc,设置的WPS为默认打开PDF文档，开机一会儿就不行了,WPS OFFICE,,,,home,12.1.0.24034,50.513,1767146137023_1.6_89485ce936ee,E8DDBF0441BE45A5A076D2AA79BD6714,28ba60d376c2f16c45823d761cede5d2,,,,Win32,Win32,,,,,,2025/12/31 9:55,未处理,,0,,,,,zh-CN,E:\微信\Kingsoft\WPS Office\12.1.0.24034 (1351MB),"Intel(R) Celeron(R) CPU G1840 @ 2.80GHz, 2.80GHz, Onda technology corporation ONDA H81M","Intel(R) HD Graphics, 1024MB VRAM, Driver v10.18.14.5074",DEEP-2021BLUEUU,Unknown Memory-1600 SDRAM:4.6/7.9GB,"C:60.8/80GB, E:16.8/48GB",1920x1080,Microsoft Windows 7 旗舰版 (64-bit) Build 7601 v6.1.7601,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_69548279ab7987004cfd470d,pc,我的手机号18277367169，登陆了别人的wps账号，并且出现双方同时使用一个账号的情况，并且这个账号绑定的是我的QQ，另一个人的微信，事件非常恶劣，涉及到我们双方的隐私权，体现wps对账号管理的不严谨，若不谨慎处理，我将会采取一定正当措施，捍卫我的合法权益,WPS OFFICE,,,,home,12.1.0.23542,50.517,1767146103032_90.79_cd09ee3cdb42,1BEEA9D2CB184FCEB31445CC56E32495,535dfe90e67f43603a69ae51bc410e58,,,,Win32,Win32,,,,,,2025/12/31 9:55,未处理,,0,,,,,zh-CN,D:\Users\21912\AppData\Local\Kingsoft\WPS Office\12.1.0.23542 (1383MB),"AMD Ryzen 7 H 260 w/ Radeon 780M Graphics       , 3.80GHz, ASUSTeK COMPUTER INC. FA608UM","NVIDIA GeForce RTX 5060 Laptop GPU, VRAM, Driver v32.0.15.7324 AMD Radeon 780M Graphics, 512MB VRAM, Driver v32.0.13046.1001",monitor,Unknown Memory-5600 SDRAM:11.3/15.3GB,"C:98.1/137GB, D:479.5/689GB",2560x1600,Microsoft Windows 11 家庭中文版(64 位) Build 26200 v10.0.26200,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6954826eb28a0c004c50b9a3,pc,明明有一天的大会员，为什么用不了那个图片编辑功能,PC端个人中心,,,,wpsoffice,12.1.0.24034,12012.2019,,2229804A30A9495E8D8F77BCB6ED36B1,929517aa22e9f757cc8fa00d2909d148,,,,Win32,Win32,,,,,,2025/12/31 9:54,未处理,,0,,,,,zh-CN,C:\Users\Adiministrator\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1411MB),"Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz, 3.00GHz, LENOVO 3102","VNC Mirror Driver, VRAM, Driver v1.8.0.0 OrayIddDriver Device, VRAM, Driver v17.1.58.818 Intel(R) HD Graphics 630, 1024MB VRAM, Driver v26.20.100.7986",DESKTOP-EQU4UI8,DDR4-2400 SDRAM:10.6/15.9GB,C:82.9/100GB,1600x900,Microsoft Windows 10 专业版(64 位) Build 19042 v10.0.19042,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_6954824726195c0053e7198f,pc,排序功能中，不能选择升序或者降序,WPS OFFICE,,,,home,12.1.0.24034,12012.2019,,D4094BA4965B4EA29B5E9241332AA8D4,bea8b966c4de7bfc7725c675c5ef1c2e,,,,Win32,Win32,,,,,,2025/12/31 9:54,未处理,,1,https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767145877718/o_1jdp1p6u8o30bih16l51m1d1jdvp.jpg,,,,zh-CN,d:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1408MB),"Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz, 3.41GHz, Dell Inc. 0Y4H34","Intel(R) HD Graphics 630, 1024MB VRAM, Driver v30.0.101.1660 Radeon RX550/550 Series, VRAM, Driver v30.0.15002.1004",Windows,DDR4-2400 SDRAM:6.6/7.9GB,"C:47.2/119GB, d:46.0/99GB",1920x1080,Microsoft Windows 10 专业版(64 位) Build 19044 v10.0.19044,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_6954821d118666005a2b13d0,pc,金山文档看PDF，无法添加书签，希望能增加此功能。 公司有加密系统，无法用WPS和金山PDF看PDF文件，会被加密的，金山文档不会被加密，所以一般用金山文档,金山文档｜WPS云文档,产品建议,其他问题或建议,,pc_home_jinxiaomeng,3.11.2,docsWeb,,,,,,,Win32,Win32,,,,,,2025/12/31 9:53,未处理,,0,,,,,zh-CN,,,,,,,,,,,manual
fb_695481cc38041a00537e0fa9,pc,你好 你们的系统更新了？为什么越更新越垃圾呢？比如说图片一健清晰 之前清晰出来的一点屏纹都没有，现在的根本没眼看 全部都是屏纹，如果说我要屏纹我还用你们清晰什么呢？难道要我拍照出来就没有屏纹么？如果是这样 你们的一键清晰一点用都没有了？不懂你们这个更新之后的好处在哪里？,WPS OFFICE,,,,home,12.1.0.24034,12012.2019,1767145929162_0.8_50747b45c8d7,1AC686D256D942C3883D6B25BB565043,6e7972acaad5be8d615961b71ce61862,,,,Win32,Win32,,,,,,2025/12/31 9:52,未处理,,3,"https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767145401315/o_1jdp1kmkt4qj1sqh1bq6ghb16oee.png
https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767145401315/o_1jdp1ks6v227l1uk81nc96grp.png
https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767145401315/o_1jdp1kvct1jpu1en31jie5tpajo14.png",,,,zh-CN,C:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1351MB),"Intel(R) Core(TM) i5-9400F CPU @ 2.90GHz, 2.90GHz, ASUSTeK COMPUTER INC. PRIME H310M-K","NVIDIA GeForce GT 710, VRAM, Driver v23.21.13.9125",BF-202508240933,DDR4-2400 SDRAM:9.3/15.9GB,C:94.9/200GB,1920x1080,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_695481c112fa9b004c7d6283,pc,不需要此功能，找不到关闭处,WPS AI,其他问题或建议,,,wps,12.1.0.24034,12012.2019,,941B406E49D74FEE9CD07B4D04918197,5f5f232e9267bf474466eb0ae0b4d740,,,,Win32,Win32,,,,,,2025/12/31 9:52,未处理,,0,,,,,zh-CN,D:\ljz\WPS Office\12.1.0.24034 (1398MB),"12th Gen Intel(R) Core(TM) i5-12500, 3.00GHz, Dell Inc. 05WXFV","AMD Radeon R7 430, VRAM, Driver v26.20.11030.20009 Intel(R) UHD Graphics 770, 2048MB VRAM, Driver v32.0.101.7026",DESKTOP-1E2HNFL,DDR4-2133 SDRAM:7.1/7.7GB,"C:119.7/200GB, D:235.1/274GB",1920x1080,Microsoft Windows 11 专业版(64 位) Build 22631 v10.0.22631,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_695481b0d449ec005a1e94e6,pc,没法批量转化,输出为PDF,其他，请在反馈内容描述您的问题,,,WPS,12.1.0.24031,12012.2019,,9EF0ED68E55F47DA97A7138C3F6CB687,ac448d8d84d2aa79714650eb363d83f4,,,,Win32,Win32,,,,,,2025/12/31 9:51,未处理,,0,,,,,zh-CN,,,,,,,,,,,manual
fb_695481a012fa9b004c7d627d,pc,备份功能失效,WPS OFFICE,,,,home,12.1.0.24034,1.1,1767145890269_0.89_302991054a30,79D0EBCBFEA94271BDBE48FFFE5FEB6F,f2e58a8c00213a4ef3a25071a621a08d,,,,Win32,Win32,,,,,,2025/12/31 9:51,未处理,,0,,,,,zh-CN,D:/WPS Office/12.1.0.24034 (1367MB),"12th Gen Intel(R) Core(TM) i7-12700, 2.10GHz, LENOVO 333A","OrayIddDriver Device, VRAM, Driver v17.1.58.818 Intel(R) UHD Graphics 770, 2048MB VRAM, Driver v32.0.101.6129",DESKTOP-2H3VDOO,DDR4-3200 SDRAM:10.5/15.7GB,"C:82.0/300GB, D:27.5/316GB",1920x1080,Microsoft Windows 11 专业版(64 位) Build 26100 v10.0.26100,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6954817ed449ec005a1e94db,pc,打不开,WPS2019,,,,wps,12.1.0.24034,2345.119412,,3E5B3FEE815745C985C5E844B9C5826C,4f7e07cbe8560e32656f0e99be2061e2,,,,Win32,Win32,,,,,,2025/12/31 9:50,未处理,,0,,,,,zh-CN,,,,,,,,,,,manual
fb_6954814b2de9f700531727fc,pc,1、修改名字后为什么文件的创建者还是我之前使用过的名字？ 2、我分享文件给其他人填写，为什么其他人填写后会显示是我填写的名字,PC端个人中心,,,,wpsoffice,12.1.0.24034,50.517,,5FE0283749D5437585B69B746E9825F7,0338ae4e21519ea31ca3260516083f1a,,,,Win32,Win32,,,,,,2025/12/31 9:50,未处理,,0,,,,,zh-CN,C:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1414MB),"Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz, 3.41GHz, Dell Inc. 0WWJRX","Intel(R) HD Graphics 630, 1024MB VRAM, Driver v30.0.101.1692",后海大鲨鱼,DDR4-2400 SDRAM:9.8/11.9GB,C:156.8/223GB,2560x1440,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_69548121ab7987004cfd46f6,pc,充了会员怎么不能用,WPS OFFICE,,,,home,12.1.0.24034,50.513,1767145765084_0.105_1b0b3993d419,4109349CE47C404499638803B1D749D2,0d9de8e18a0b46fc7f092995174671fc,,,,Win32,Win32,,,,,,2025/12/31 9:49,未处理,,0,,,,,zh-CN,C:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1351MB),"11th Gen Intel(R) Core(TM) i5-11400 @ 2.60GHz, 2.60GHz, Colorful Technology And Development Co.,LTD H510M-T M.2","Intel(R) UHD Graphics 730, 2048MB VRAM, Driver v32.0.101.6299",User-2024VYEZEH,DDR4-3200 SDRAM:7.6/7.8GB,C:65.0/119GB,1920x1200,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_6954811cab7987004cfd46ea,pc,wpsai不能用，还得升级 ，申请退款,PC端个人中心,,,,wpsoffice,12.1.0.24034,50.524,,F2AF1110D79B498581822F563C7D36EF,5676eabadc56607289a88a23b1117e69,,,,Win32,Win32,,,,,,2025/12/31 9:49,未处理,,0,,,,,zh-CN,C:\Users\SXZJ\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1398MB),"Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz, 2.90GHz, LENOVO 370A","NVIDIA GeForce GT 730, VRAM, Driver v27.21.14.5671 Honor Virtual Display Device, VRAM, Driver v1.0.23.3 Intel(R) UHD Graphics 630, 1024MB VRAM, Driver v31.0.101.2115",liangxiaobo,DDR4-3200 SDRAM:6.9/7.8GB,C:75.8/97GB,1920x1080,Microsoft Windows 11 家庭中文版(64 位) Build 22631 v10.0.22631,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_695480d23dc417005ae62a43,pc,输入数据时单元格会一直闪动， 并且会出现刚输入的数据消失情况,WPS表格,,,,home,12.1.0.24034,50.513,,94A276E0713B4FCAA63E7823150CA89B,6e18b7e2dbc6c4a636f48499f431779c,,,,Win32,Win32,,,,,,2025/12/31 9:48,未处理,,1,https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767145488681/o_1jdp1f0ea1euo1ffhj7ssnt2dse.mp4,,,,zh-CN,C:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1351MB),"Intel(R) Core(TM) i3-10100F CPU @ 3.60GHz, 3.60GHz, Gigabyte Technology Co., Ltd. H410M S2 V2","OrayIddDriver Device, VRAM, Driver v17.1.58.818 NVIDIA GeForce GT 710, VRAM, Driver v30.0.14.7212",PC-20240318LQMV,DDR4-2400 SDRAM:6.2/7.9GB,C:64.9/125GB,1920x1080,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_695480c438041a00537e0f94,pc,搜不到打印机,打印预览和打印,,,,wps,12.1.0.23542,20.2706,,AE14B8B402DE4DFAAEB9CD49A28D3C07,0e0cfd03448168ada89b8ce57e6831aa,,,,Win32,Win32,,,,,,2025/12/31 9:47,未处理,,0,,,,,zh-CN,C:\Users\15268388683\AppData\Local\Kingsoft\WPS Office\12.1.0.23542 (1261MB),"AMD Ryzen 7 5800U with Radeon Graphics         , 1.90GHz, LENOVO LNVNB161216","AMD Radeon(TM) Graphics, VRAM, Driver v31.0.12044.45004",DESKTOP-MR429ET,LPDDR4-4266 SDRAM:9.5/13.9GB,C:114.4/200GB,1920x1080,Microsoft Windows 11 家庭中文版(64 位) Build 26100 v10.0.26100,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_695480ab616a01005ac78d33,pc,找不到软件的设置内容，我要设置文件关联,WPS OFFICE,,,,home,12.1.0.24034,1.1,1767145642882_1.9_a67d4d2c3032,E2E4BED73D04449AB0EC5A0FBC4E1D61,5976e184611fca34f8c4fe888454360c,,,,Win32,Win32,,,,,,2025/12/31 9:47,未处理,,0,,,,,zh-CN,,"13th Gen Intel(R) Core(TM) i5-13500, 2.50GHz, HP 8B3C","OrayIddDriver Device, VRAM, Driver v17.50.19.949 Intel(R) UHD Graphics 770, 2048MB VRAM, Driver v32.0.101.7077",SOJO20235975,DDR4-3200 SDRAM:12.9/15.7GB,C:200.0/269GB,1920x1080,Microsoft Windows 11 企业版(64 位) Build 26100 v10.0.26100,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_6954808626195c0053e7197d,pc,需要恢复下 B组郑州云仓快递异常登记表格,WPS OFFICE,,,,home,12.1.0.24034,12012.2019,1767145605658_0.111_1d197b3f8970,BEB4B1ADE5F440C99D4DE77D7703C793,f92fb02b6609146bb8e8901046129eba,,,,Win32,Win32,,,,,,2025/12/31 9:46,未处理,,0,,,,,zh-CN,D:\新建文件夹\WPS Office\12.1.0.24034 (1398MB),"12th Gen Intel(R) Core(TM) i7-12700KF, 3.60GHz, Gigabyte Technology Co., Ltd. B760M GAMING WIFI PLUS","NVIDIA GeForce GTX 1060 5GB, VRAM, Driver v26.21.14.3630",SK-20240703JOMM,Unknown Memory-4800 SDRAM:20.8/63.8GB,"C:166.0/195GB, D:43.7/245GB",1920x1080,Microsoft Windows 10 专业版(64 位) Build 19042 v10.0.19042,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6954806326195c0053e71977,pc,一直崩溃，提示内存不足。怎么处理.备份的地址也从c盘移动到D盘，还可以怎么做？,WPS OFFICE,,,,home,12.1.0.24034,50.513,1767145573475_110.56_0151f97debeb,5D2980A6D5714C068A558C89C9124AE1,df749642fefd213f528c3224e37d74f7,,,,Win32,Win32,,,,,,2025/12/31 9:46,未处理,,0,,,,,zh-CN,c:\program files (x86)\Kingsoft\WPS Office\12.1.0.24034 (1358MB),"Intel(R) Celeron(R) G5905 CPU @ 3.50GHz, 3.50GHz, HP 885F","OrayIddDriver Device, VRAM, Driver v17.1.58.818 Intel(R) UHD Graphics 610, 1024MB VRAM, Driver v31.0.101.1999",张榆,DDR4-3200 SDRAM:5.8/7.7GB,C:106.9/137GB,1920x1080,Microsoft Windows 11 家庭中文版(64 位) Build 26100 v10.0.26100,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6954801b616a01005ac78d22,pc,30号的历史记录备份中心打不开,PC端个人中心,,,,wpsoffice,12.1.0.23125,1.1,,9FE449C358EE43F98C3E5772B3BC87CF,3bf8992c6b8132e17ed15d48296681dc,,,,Win32,Win32,,,,,,2025/12/31 9:44,未处理,,0,,,,,zh-CN,C:/Users/fyhtw/AppData/Local/Kingsoft/WPS Office/12.1.0.23125 (1351MB),"13th Gen Intel(R) Core(TM) i5-13400, 2.50GHz, LENOVO 333B","OrayIddDriver Device, VRAM, Driver v17.1.58.818 Intel(R) UHD Graphics 730, 2048MB VRAM, Driver v32.0.101.6129",福弈和庭物业服务中心1,DDR4-3200 SDRAM:9.9/15.7GB,C:173.1/200GB,1920x1080,Microsoft Windows 11 家庭中文版(64 位) Build 26100 v10.0.26100,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
